"","pc11_district_id","pc11_state_id","tri_mean"
"56",56,5,45.4112710572589
"57",57,5,48.5271328461924
"58",58,5,45.5825843918721
"59",59,5,42.1078224965251
"60",60,5,25.8092229108525
"61",61,5,33.3306843855245
"62",62,5,48.5620140840698
"63",63,5,42.6536638510305
"64",64,5,32.3049138635994
"65",65,5,33.1198111091088
"66",66,5,22.2077400985769
"67",67,5,3.69107072888851
"68",68,5,5.75462968331459
